state,district,per_capita_income,period_start
Uttar Pradesh,Etah,26414.77,2026-01-01
Uttar Pradesh,Etah,27017.5,2026-02-01
Uttar Pradesh,Etawah,33994.84,2023-01-01
Uttar Pradesh,Etawah,34525.58,2023-02-01
Uttar Pradesh,Etawah,34487.34,2023-03-01
Uttar Pradesh,Etawah,34809.85,2023-04-01
Uttar Pradesh,Etawah,34984.36,2023-05-01
Uttar Pradesh,Etawah,34811.87,2023-06-01
Uttar Pradesh,Etawah,35021.92,2023-07-01
Uttar Pradesh,Etawah,34978.21,2023-08-01
Uttar Pradesh,Etawah,34797.12,2023-09-01
Uttar Pradesh,Etawah,35381.92,2023-10-01
Uttar Pradesh,Etawah,35830.51,2023-11-01
Uttar Pradesh,Etawah,35768.17,2023-12-01
Uttar Pradesh,Etawah,36554.27,2024-01-01
Uttar Pradesh,Etawah,36416.38,2024-02-01
Uttar Pradesh,Etawah,36968.21,2024-03-01
Uttar Pradesh,Etawah,37234.5,2024-04-01
Uttar Pradesh,Etawah,37049.43,2024-05-01
Uttar Pradesh,Etawah,37254.46,2024-06-01
Uttar Pradesh,Etawah,36817.28,2024-07-01
Uttar Pradesh,Etawah,36766.55,2024-08-01
Uttar Pradesh,Etawah,37074.37,2024-09-01
Uttar Pradesh,Etawah,37559.58,2024-10-01
Uttar Pradesh,Etawah,37957.21,2024-11-01
Uttar Pradesh,Etawah,37785.73,2024-12-01
Uttar Pradesh,Etawah,38128.79,2025-01-01
Uttar Pradesh,Etawah,38776.09,2025-02-01
Uttar Pradesh,Etawah,39020.39,2025-03-01
Uttar Pradesh,Etawah,39091.24,2025-04-01
Uttar Pradesh,Etawah,39518.26,2025-05-01
Uttar Pradesh,Etawah,39403.67,2025-06-01
Uttar Pradesh,Etawah,39072.97,2025-07-01
Uttar Pradesh,Etawah,39521.64,2025-08-01
Uttar Pradesh,Etawah,39143.08,2025-09-01
Uttar Pradesh,Etawah,39412.53,2025-10-01
Uttar Pradesh,Etawah,40223.25,2025-11-01
Uttar Pradesh,Etawah,40292.69,2025-12-01
Uttar Pradesh,Etawah,41039.19,2026-01-01
Uttar Pradesh,Etawah,41294.07,2026-02-01
Uttar Pradesh,Faizabad,28043.7,2023-01-01
Uttar Pradesh,Faizabad,28316.1,2023-02-01
Uttar Pradesh,Faizabad,28448.51,2023-03-01
Uttar Pradesh,Faizabad,28289.78,2023-04-01
Uttar Pradesh,Faizabad,28247.88,2023-05-01
Uttar Pradesh,Faizabad,28367.47,2023-06-01
Uttar Pradesh,Faizabad,27911.49,2023-07-01
Uttar Pradesh,Faizabad,28333.79,2023-08-01
Uttar Pradesh,Faizabad,28591.71,2023-09-01
Uttar Pradesh,Faizabad,27917.96,2023-10-01
Uttar Pradesh,Faizabad,28230.81,2023-11-01
Uttar Pradesh,Faizabad,28437.02,2023-12-01
Uttar Pradesh,Faizabad,29002.06,2024-01-01
Uttar Pradesh,Faizabad,29356.51,2024-02-01
Uttar Pradesh,Faizabad,29350.77,2024-03-01
Uttar Pradesh,Faizabad,29044.6,2024-04-01
Uttar Pradesh,Faizabad,29158.62,2024-05-01
Uttar Pradesh,Faizabad,29514.01,2024-06-01
Uttar Pradesh,Faizabad,28908.18,2024-07-01
Uttar Pradesh,Faizabad,29723.45,2024-08-01
Uttar Pradesh,Faizabad,29936.4,2024-09-01
Uttar Pradesh,Faizabad,29969.19,2024-10-01
Uttar Pradesh,Faizabad,29778.4,2024-11-01
Uttar Pradesh,Faizabad,30652.7,2024-12-01
Uttar Pradesh,Faizabad,30130.74,2025-01-01
Uttar Pradesh,Faizabad,30769.7,2025-02-01
Uttar Pradesh,Faizabad,31144.26,2025-03-01
Uttar Pradesh,Faizabad,30881.25,2025-04-01
Uttar Pradesh,Faizabad,30984.63,2025-05-01
Uttar Pradesh,Faizabad,30502.01,2025-06-01
Uttar Pradesh,Faizabad,30680.58,2025-07-01
Uttar Pradesh,Faizabad,31070.78,2025-08-01
Uttar Pradesh,Faizabad,31254.28,2025-09-01
Uttar Pradesh,Faizabad,30895.5,2025-10-01
Uttar Pradesh,Faizabad,31295.27,2025-11-01
Uttar Pradesh,Faizabad,31177.9,2025-12-01
Uttar Pradesh,Faizabad,31610.1,2026-01-01
Uttar Pradesh,Faizabad,31756.87,2026-02-01
Uttar Pradesh,Farrukhabad,26974.0,2023-01-01
Uttar Pradesh,Farrukhabad,27209.19,2023-02-01
Uttar Pradesh,Farrukhabad,27428.79,2023-03-01
Uttar Pradesh,Farrukhabad,27426.88,2023-04-01
Uttar Pradesh,Farrukhabad,27637.13,2023-05-01
Uttar Pradesh,Farrukhabad,27699.01,2023-06-01
Uttar Pradesh,Farrukhabad,27660.35,2023-07-01
Uttar Pradesh,Farrukhabad,27378.43,2023-08-01
Uttar Pradesh,Farrukhabad,28029.15,2023-09-01
Uttar Pradesh,Farrukhabad,28289.23,2023-10-01
Uttar Pradesh,Farrukhabad,27800.53,2023-11-01
Uttar Pradesh,Farrukhabad,28178.27,2023-12-01
Uttar Pradesh,Farrukhabad,27955.05,2024-01-01
Uttar Pradesh,Farrukhabad,28792.33,2024-02-01
Uttar Pradesh,Farrukhabad,28051.37,2024-03-01
Uttar Pradesh,Farrukhabad,28798.68,2024-04-01
Uttar Pradesh,Farrukhabad,27992.05,2024-05-01
Uttar Pradesh,Farrukhabad,27776.81,2024-06-01
Uttar Pradesh,Farrukhabad,28083.44,2024-07-01
Uttar Pradesh,Farrukhabad,28257.92,2024-08-01
Uttar Pradesh,Farrukhabad,28541.67,2024-09-01
Uttar Pradesh,Farrukhabad,29482.21,2024-10-01
Uttar Pradesh,Farrukhabad,29385.78,2024-11-01
Uttar Pradesh,Farrukhabad,29598.58,2024-12-01
Uttar Pradesh,Farrukhabad,29214.25,2025-01-01
Uttar Pradesh,Farrukhabad,29905.82,2025-02-01
Uttar Pradesh,Farrukhabad,29588.98,2025-03-01
Uttar Pradesh,Farrukhabad,29519.2,2025-04-01
Uttar Pradesh,Farrukhabad,29717.23,2025-05-01
Uttar Pradesh,Farrukhabad,29134.68,2025-06-01
Uttar Pradesh,Farrukhabad,29087.01,2025-07-01
Uttar Pradesh,Farrukhabad,30009.53,2025-08-01
Uttar Pradesh,Farrukhabad,29799.93,2025-09-01
Uttar Pradesh,Farrukhabad,30487.15,2025-10-01
Uttar Pradesh,Farrukhabad,30035.03,2025-11-01
Uttar Pradesh,Farrukhabad,30039.29,2025-12-01
Uttar Pradesh,Farrukhabad,30247.24,2026-01-01
Uttar Pradesh,Farrukhabad,30795.48,2026-02-01
Uttar Pradesh,Fatehpur,23135.18,2023-01-01
Uttar Pradesh,Fatehpur,23113.97,2023-02-01
Uttar Pradesh,Fatehpur,23232.93,2023-03-01
Uttar Pradesh,Fatehpur,23190.54,2023-04-01
Uttar Pradesh,Fatehpur,23056.52,2023-05-01
Uttar Pradesh,Fatehpur,23296.94,2023-06-01
Uttar Pradesh,Fatehpur,23799.93,2023-07-01
Uttar Pradesh,Fatehpur,23764.59,2023-08-01
Uttar Pradesh,Fatehpur,24042.83,2023-09-01
Uttar Pradesh,Fatehpur,24155.64,2023-10-01
Uttar Pradesh,Fatehpur,23984.81,2023-11-01
Uttar Pradesh,Fatehpur,23847.11,2023-12-01
Uttar Pradesh,Fatehpur,23649.08,2024-01-01
Uttar Pradesh,Fatehpur,23899.14,2024-02-01
Uttar Pradesh,Fatehpur,24124.25,2024-03-01
Uttar Pradesh,Fatehpur,23955.72,2024-04-01
Uttar Pradesh,Fatehpur,24379.19,2024-05-01
Uttar Pradesh,Fatehpur,24726.03,2024-06-01
Uttar Pradesh,Fatehpur,24830.48,2024-07-01
Uttar Pradesh,Fatehpur,25094.41,2024-08-01
Uttar Pradesh,Fatehpur,25089.46,2024-09-01
Uttar Pradesh,Fatehpur,24676.24,2024-10-01
Uttar Pradesh,Fatehpur,24985.21,2024-11-01
Uttar Pradesh,Fatehpur,24989.98,2024-12-01
Uttar Pradesh,Fatehpur,24427.99,2025-01-01
Uttar Pradesh,Fatehpur,24883.9,2025-02-01
Uttar Pradesh,Fatehpur,24665.27,2025-03-01
Uttar Pradesh,Fatehpur,24709.74,2025-04-01
Uttar Pradesh,Fatehpur,25159.33,2025-05-01
Uttar Pradesh,Fatehpur,25586.3,2025-06-01
Uttar Pradesh,Fatehpur,25274.09,2025-07-01
Uttar Pradesh,Fatehpur,25555.9,2025-08-01
Uttar Pradesh,Fatehpur,25815.92,2025-09-01
Uttar Pradesh,Fatehpur,25684.14,2025-10-01
Uttar Pradesh,Fatehpur,25923.47,2025-11-01
Uttar Pradesh,Fatehpur,25922.27,2025-12-01
Uttar Pradesh,Fatehpur,25412.8,2026-01-01
Uttar Pradesh,Fatehpur,26106.77,2026-02-01
Uttar Pradesh,Ghazipur,22118.18,2023-01-01
Uttar Pradesh,Ghazipur,22277.06,2023-02-01
Uttar Pradesh,Ghazipur,22300.48,2023-03-01
Uttar Pradesh,Ghazipur,22206.9,2023-04-01
Uttar Pradesh,Ghazipur,22297.11,2023-05-01
Uttar Pradesh,Ghazipur,22558.3,2023-06-01
Uttar Pradesh,Ghazipur,22873.61,2023-07-01
Uttar Pradesh,Ghazipur,22866.82,2023-08-01
Uttar Pradesh,Ghazipur,23123.79,2023-09-01
Uttar Pradesh,Ghazipur,23188.87,2023-10-01
Uttar Pradesh,Ghazipur,23120.64,2023-11-01
Uttar Pradesh,Ghazipur,23154.24,2023-12-01
Uttar Pradesh,Ghazipur,23036.39,2024-01-01
Uttar Pradesh,Ghazipur,23168.18,2024-02-01
Uttar Pradesh,Ghazipur,23145.55,2024-03-01
Uttar Pradesh,Ghazipur,23146.05,2024-04-01
Uttar Pradesh,Ghazipur,23159.9,2024-05-01
Uttar Pradesh,Ghazipur,23394.59,2024-06-01
Uttar Pradesh,Ghazipur,23790.68,2024-07-01
Uttar Pradesh,Ghazipur,23818.98,2024-08-01
Uttar Pradesh,Ghazipur,23895.45,2024-09-01
Uttar Pradesh,Ghazipur,24136.69,2024-10-01
Uttar Pradesh,Ghazipur,24168.08,2024-11-01
Uttar Pradesh,Ghazipur,24126.02,2024-12-01
Uttar Pradesh,Ghazipur,24146.51,2025-01-01
Uttar Pradesh,Ghazipur,23872.7,2025-02-01
Uttar Pradesh,Ghazipur,24169.95,2025-03-01
Uttar Pradesh,Ghazipur,24132.44,2025-04-01
Uttar Pradesh,Ghazipur,24137.49,2025-05-01
Uttar Pradesh,Ghazipur,24297.63,2025-06-01
Uttar Pradesh,Ghazipur,24691.55,2025-07-01
Uttar Pradesh,Ghazipur,24852.41,2025-08-01
Uttar Pradesh,Ghazipur,25104.53,2025-09-01
Uttar Pradesh,Ghazipur,25024.26,2025-10-01
Uttar Pradesh,Ghazipur,25188.58,2025-11-01
Uttar Pradesh,Ghazipur,24974.7,2025-12-01
Uttar Pradesh,Ghazipur,24942.34,2026-01-01
Uttar Pradesh,Ghazipur,25052.95,2026-02-01
Uttar Pradesh,Gonda,22943.58,2023-01-01
Uttar Pradesh,Gonda,22393.66,2023-02-01
Uttar Pradesh,Gonda,23126.67,2023-03-01
Uttar Pradesh,Gonda,22893.93,2023-04-01
Uttar Pradesh,Gonda,23084.26,2023-05-01
Uttar Pradesh,Gonda,23872.35,2023-06-01
Uttar Pradesh,Gonda,23748.36,2023-07-01
Uttar Pradesh,Gonda,24480.64,2023-08-01
Uttar Pradesh,Gonda,24157.56,2023-09-01
Uttar Pradesh,Gonda,24496.49,2023-10-01
Uttar Pradesh,Gonda,24308.05,2023-11-01
Uttar Pradesh,Gonda,24979.85,2023-12-01
Uttar Pradesh,Gonda,24615.72,2024-01-01
Uttar Pradesh,Gonda,25147.79,2024-02-01
Uttar Pradesh,Gonda,24439.0,2024-03-01
Uttar Pradesh,Gonda,25413.49,2024-04-01
Uttar Pradesh,Gonda,25612.71,2024-05-01
Uttar Pradesh,Gonda,25838.58,2024-06-01
Uttar Pradesh,Gonda,25549.16,2024-07-01
Uttar Pradesh,Gonda,25877.82,2024-08-01
Uttar Pradesh,Gonda,26057.09,2024-09-01
Uttar Pradesh,Gonda,26867.67,2024-10-01
Uttar Pradesh,Gonda,26544.23,2024-11-01
Uttar Pradesh,Gonda,27036.56,2024-12-01
Uttar Pradesh,Gonda,26407.43,2025-01-01
Uttar Pradesh,Gonda,26494.96,2025-02-01
Uttar Pradesh,Gonda,26970.12,2025-03-01
Uttar Pradesh,Gonda,27057.6,2025-04-01
Uttar Pradesh,Gonda,27161.55,2025-05-01
Uttar Pradesh,Gonda,27851.04,2025-06-01
Uttar Pradesh,Gonda,27717.62,2025-07-01
Uttar Pradesh,Gonda,28651.54,2025-08-01
Uttar Pradesh,Gonda,29129.75,2025-09-01
Uttar Pradesh,Gonda,28759.28,2025-10-01
Uttar Pradesh,Gonda,29336.61,2025-11-01
Uttar Pradesh,Gonda,29340.73,2025-12-01
Uttar Pradesh,Gonda,28988.81,2026-01-01
Uttar Pradesh,Gonda,29249.15,2026-02-01
Uttar Pradesh,Gorakhpur,29874.14,2023-01-01
Uttar Pradesh,Gorakhpur,29769.33,2023-02-01
Uttar Pradesh,Gorakhpur,29910.31,2023-03-01
Uttar Pradesh,Gorakhpur,29915.21,2023-04-01
Uttar Pradesh,Gorakhpur,30226.06,2023-05-01
Uttar Pradesh,Gorakhpur,29852.91,2023-06-01
Uttar Pradesh,Gorakhpur,29931.71,2023-07-01
Uttar Pradesh,Gorakhpur,30237.76,2023-08-01
Uttar Pradesh,Gorakhpur,30548.16,2023-09-01
Uttar Pradesh,Gorakhpur,31020.22,2023-10-01
Uttar Pradesh,Gorakhpur,31426.6,2023-11-01
Uttar Pradesh,Gorakhpur,31444.66,2023-12-01
Uttar Pradesh,Gorakhpur,31600.59,2024-01-01
Uttar Pradesh,Gorakhpur,31791.47,2024-02-01
Uttar Pradesh,Gorakhpur,31727.2,2024-03-01
Uttar Pradesh,Gorakhpur,32040.29,2024-04-01
Uttar Pradesh,Gorakhpur,31849.48,2024-05-01
Uttar Pradesh,Gorakhpur,32325.69,2024-06-01
Uttar Pradesh,Gorakhpur,32104.27,2024-07-01
Uttar Pradesh,Gorakhpur,32391.6,2024-08-01
Uttar Pradesh,Gorakhpur,32536.13,2024-09-01
Uttar Pradesh,Gorakhpur,32517.54,2024-10-01
Uttar Pradesh,Gorakhpur,33449.35,2024-11-01
Uttar Pradesh,Gorakhpur,33329.82,2024-12-01
Uttar Pradesh,Gorakhpur,33923.78,2025-01-01
Uttar Pradesh,Gorakhpur,33650.66,2025-02-01
Uttar Pradesh,Gorakhpur,34116.79,2025-03-01
Uttar Pradesh,Gorakhpur,34347.25,2025-04-01
Uttar Pradesh,Gorakhpur,34133.32,2025-05-01
Uttar Pradesh,Gorakhpur,34189.75,2025-06-01
Uttar Pradesh,Gorakhpur,34183.47,2025-07-01
Uttar Pradesh,Gorakhpur,34444.92,2025-08-01
Uttar Pradesh,Gorakhpur,34699.84,2025-09-01
Uttar Pradesh,Gorakhpur,35176.18,2025-10-01
Uttar Pradesh,Gorakhpur,35572.22,2025-11-01
Uttar Pradesh,Gorakhpur,35718.39,2025-12-01
Uttar Pradesh,Gorakhpur,35657.48,2026-01-01
Uttar Pradesh,Gorakhpur,35798.16,2026-02-01
Uttar Pradesh,Hamirpur,27373.25,2023-01-01
Uttar Pradesh,Hamirpur,27495.19,2023-02-01
Uttar Pradesh,Hamirpur,27647.01,2023-03-01
Uttar Pradesh,Hamirpur,28068.47,2023-04-01
Uttar Pradesh,Hamirpur,27931.6,2023-05-01
Uttar Pradesh,Hamirpur,27986.95,2023-06-01
Uttar Pradesh,Hamirpur,27885.59,2023-07-01
Uttar Pradesh,Hamirpur,27928.66,2023-08-01
Uttar Pradesh,Hamirpur,28035.37,2023-09-01
Uttar Pradesh,Hamirpur,28217.06,2023-10-01
Uttar Pradesh,Hamirpur,28338.2,2023-11-01
Uttar Pradesh,Hamirpur,28672.03,2023-12-01
Uttar Pradesh,Hamirpur,28847.04,2024-01-01
Uttar Pradesh,Hamirpur,29000.86,2024-02-01
Uttar Pradesh,Hamirpur,29400.21,2024-03-01
Uttar Pradesh,Hamirpur,29280.85,2024-04-01
Uttar Pradesh,Hamirpur,29437.75,2024-05-01
Uttar Pradesh,Hamirpur,29385.47,2024-06-01
Uttar Pradesh,Hamirpur,29477.25,2024-07-01
Uttar Pradesh,Hamirpur,29348.44,2024-08-01
Uttar Pradesh,Hamirpur,29459.19,2024-09-01
Uttar Pradesh,Hamirpur,29492.6,2024-10-01
Uttar Pradesh,Hamirpur,29806.78,2024-11-01
Uttar Pradesh,Hamirpur,30008.6,2024-12-01
Uttar Pradesh,Hamirpur,30243.86,2025-01-01
Uttar Pradesh,Hamirpur,30589.41,2025-02-01
Uttar Pradesh,Hamirpur,30913.89,2025-03-01
Uttar Pradesh,Hamirpur,31110.55,2025-04-01
Uttar Pradesh,Hamirpur,30963.97,2025-05-01
Uttar Pradesh,Hamirpur,30974.77,2025-06-01
Uttar Pradesh,Hamirpur,31101.99,2025-07-01
Uttar Pradesh,Hamirpur,31115.04,2025-08-01
Uttar Pradesh,Hamirpur,31076.1,2025-09-01
Uttar Pradesh,Hamirpur,31397.41,2025-10-01
Uttar Pradesh,Hamirpur,31294.87,2025-11-01
Uttar Pradesh,Hamirpur,31668.56,2025-12-01
Uttar Pradesh,Hamirpur,31906.02,2026-01-01
Uttar Pradesh,Hamirpur,32278.8,2026-02-01
Uttar Pradesh,Hardoi,23359.39,2023-01-01
Uttar Pradesh,Hardoi,23533.02,2023-02-01
Uttar Pradesh,Hardoi,23812.13,2023-03-01
Uttar Pradesh,Hardoi,23885.06,2023-04-01
Uttar Pradesh,Hardoi,24114.97,2023-05-01
Uttar Pradesh,Hardoi,24129.94,2023-06-01
Uttar Pradesh,Hardoi,24223.29,2023-07-01
Uttar Pradesh,Hardoi,24314.44,2023-08-01
Uttar Pradesh,Hardoi,24397.83,2023-09-01
Uttar Pradesh,Hardoi,24359.28,2023-10-01
Uttar Pradesh,Hardoi,24348.43,2023-11-01
Uttar Pradesh,Hardoi,24738.65,2023-12-01
Uttar Pradesh,Hardoi,25039.2,2024-01-01
Uttar Pradesh,Hardoi,25425.45,2024-02-01
Uttar Pradesh,Hardoi,25359.15,2024-03-01
Uttar Pradesh,Hardoi,25745.24,2024-04-01
Uttar Pradesh,Hardoi,25878.7,2024-05-01
Uttar Pradesh,Hardoi,26048.21,2024-06-01
Uttar Pradesh,Hardoi,26086.21,2024-07-01
Uttar Pradesh,Hardoi,26094.11,2024-08-01
Uttar Pradesh,Hardoi,25896.67,2024-09-01
Uttar Pradesh,Hardoi,26184.27,2024-10-01
Uttar Pradesh,Hardoi,26313.55,2024-11-01
Uttar Pradesh,Hardoi,26688.33,2024-12-01
Uttar Pradesh,Hardoi,26898.54,2025-01-01
Uttar Pradesh,Hardoi,27198.19,2025-02-01
Uttar Pradesh,Hardoi,27242.14,2025-03-01
Uttar Pradesh,Hardoi,27407.61,2025-04-01
Uttar Pradesh,Hardoi,27901.74,2025-05-01
Uttar Pradesh,Hardoi,28025.54,2025-06-01
Uttar Pradesh,Hardoi,27815.47,2025-07-01
Uttar Pradesh,Hardoi,27917.85,2025-08-01
Uttar Pradesh,Hardoi,27778.27,2025-09-01
Uttar Pradesh,Hardoi,28025.82,2025-10-01
Uttar Pradesh,Hardoi,28163.29,2025-11-01
Uttar Pradesh,Hardoi,28364.95,2025-12-01
Uttar Pradesh,Hardoi,28625.93,2026-01-01
Uttar Pradesh,Hardoi,29166.51,2026-02-01
Uttar Pradesh,Jalaun,27443.65,2023-01-01
Uttar Pradesh,Jalaun,27414.08,2023-02-01
Uttar Pradesh,Jalaun,28212.19,2023-03-01
Uttar Pradesh,Jalaun,28277.13,2023-04-01
Uttar Pradesh,Jalaun,28322.32,2023-05-01
Uttar Pradesh,Jalaun,28625.9,2023-06-01
Uttar Pradesh,Jalaun,28602.15,2023-07-01
Uttar Pradesh,Jalaun,29348.81,2023-08-01
Uttar Pradesh,Jalaun,30017.57,2023-09-01
Uttar Pradesh,Jalaun,29834.51,2023-10-01
Uttar Pradesh,Jalaun,30422.11,2023-11-01
Uttar Pradesh,Jalaun,30410.66,2023-12-01
Uttar Pradesh,Jalaun,30301.46,2024-01-01
Uttar Pradesh,Jalaun,29818.0,2024-02-01
Uttar Pradesh,Jalaun,30399.22,2024-03-01
Uttar Pradesh,Jalaun,30008.36,2024-04-01
Uttar Pradesh,Jalaun,30651.73,2024-05-01
Uttar Pradesh,Jalaun,31678.51,2024-06-01
Uttar Pradesh,Jalaun,31164.56,2024-07-01
Uttar Pradesh,Jalaun,32215.58,2024-08-01
Uttar Pradesh,Jalaun,32055.65,2024-09-01
Uttar Pradesh,Jalaun,31979.67,2024-10-01
Uttar Pradesh,Jalaun,32790.6,2024-11-01
Uttar Pradesh,Jalaun,32418.1,2024-12-01
Uttar Pradesh,Jalaun,32415.58,2025-01-01
Uttar Pradesh,Jalaun,32775.23,2025-02-01
Uttar Pradesh,Jalaun,32950.84,2025-03-01
Uttar Pradesh,Jalaun,32884.24,2025-04-01
Uttar Pradesh,Jalaun,33132.05,2025-05-01
Uttar Pradesh,Jalaun,33916.27,2025-06-01
Uttar Pradesh,Jalaun,34452.27,2025-07-01
Uttar Pradesh,Jalaun,35337.0,2025-08-01
Uttar Pradesh,Jalaun,34855.86,2025-09-01
Uttar Pradesh,Jalaun,34943.54,2025-10-01
Uttar Pradesh,Jalaun,35776.88,2025-11-01
Uttar Pradesh,Jalaun,35721.31,2025-12-01
Uttar Pradesh,Jalaun,36269.4,2026-01-01
Uttar Pradesh,Jalaun,35858.76,2026-02-01
Uttar Pradesh,Jaunpur,21661.45,2023-01-01
Uttar Pradesh,Jaunpur,21762.78,2023-02-01
Uttar Pradesh,Jaunpur,22085.67,2023-03-01
Uttar Pradesh,Jaunpur,22417.31,2023-04-01
Uttar Pradesh,Jaunpur,22273.24,2023-05-01
Uttar Pradesh,Jaunpur,22778.04,2023-06-01
Uttar Pradesh,Jaunpur,22720.39,2023-07-01
Uttar Pradesh,Jaunpur,23129.73,2023-08-01
Uttar Pradesh,Jaunpur,23046.05,2023-09-01
Uttar Pradesh,Jaunpur,23169.3,2023-10-01
Uttar Pradesh,Jaunpur,23400.69,2023-11-01
Uttar Pradesh,Jaunpur,23584.9,2023-12-01
Uttar Pradesh,Jaunpur,23144.19,2024-01-01
Uttar Pradesh,Jaunpur,23311.59,2024-02-01
Uttar Pradesh,Jaunpur,23502.89,2024-03-01
Uttar Pradesh,Jaunpur,24231.48,2024-04-01
Uttar Pradesh,Jaunpur,24499.35,2024-05-01
Uttar Pradesh,Jaunpur,24370.54,2024-06-01
Uttar Pradesh,Jaunpur,24712.43,2024-07-01
Uttar Pradesh,Jaunpur,24688.49,2024-08-01
Uttar Pradesh,Jaunpur,25381.02,2024-09-01
Uttar Pradesh,Jaunpur,25358.5,2024-10-01
Uttar Pradesh,Jaunpur,24997.01,2024-11-01
Uttar Pradesh,Jaunpur,25284.57,2024-12-01
Uttar Pradesh,Jaunpur,25497.37,2025-01-01
Uttar Pradesh,Jaunpur,25275.66,2025-02-01
Uttar Pradesh,Jaunpur,25515.91,2025-03-01
Uttar Pradesh,Jaunpur,26129.06,2025-04-01
Uttar Pradesh,Jaunpur,26317.14,2025-05-01
Uttar Pradesh,Jaunpur,26613.29,2025-06-01
Uttar Pradesh,Jaunpur,27073.39,2025-07-01
Uttar Pradesh,Jaunpur,27065.24,2025-08-01
Uttar Pradesh,Jaunpur,27300.39,2025-09-01
Uttar Pradesh,Jaunpur,27343.97,2025-10-01
Uttar Pradesh,Jaunpur,27409.29,2025-11-01
Uttar Pradesh,Jaunpur,27345.05,2025-12-01
Uttar Pradesh,Jaunpur,27489.85,2026-01-01
Uttar Pradesh,Jaunpur,27241.73,2026-02-01
Uttar Pradesh,Jhansi,51635.46,2023-01-01
Uttar Pradesh,Jhansi,51282.54,2023-02-01
Uttar Pradesh,Jhansi,51558.05,2023-03-01
Uttar Pradesh,Jhansi,51608.34,2023-04-01
Uttar Pradesh,Jhansi,52122.38,2023-05-01
Uttar Pradesh,Jhansi,52432.41,2023-06-01
Uttar Pradesh,Jhansi,53620.72,2023-07-01
Uttar Pradesh,Jhansi,53663.79,2023-08-01
Uttar Pradesh,Jhansi,54113.42,2023-09-01
Uttar Pradesh,Jhansi,53971.87,2023-10-01
Uttar Pradesh,Jhansi,54013.52,2023-11-01
Uttar Pradesh,Jhansi,54571.37,2023-12-01
Uttar Pradesh,Jhansi,54466.76,2024-01-01
Uttar Pradesh,Jhansi,54380.45,2024-02-01
Uttar Pradesh,Jhansi,54107.99,2024-03-01
Uttar Pradesh,Jhansi,54579.03,2024-04-01
Uttar Pradesh,Jhansi,55452.62,2024-05-01
Uttar Pradesh,Jhansi,56265.28,2024-06-01
Uttar Pradesh,Jhansi,56525.9,2024-07-01
Uttar Pradesh,Jhansi,57095.5,2024-08-01
Uttar Pradesh,Jhansi,57462.51,2024-09-01
Uttar Pradesh,Jhansi,56945.51,2024-10-01
Uttar Pradesh,Jhansi,57739.1,2024-11-01
Uttar Pradesh,Jhansi,56841.57,2024-12-01
Uttar Pradesh,Jhansi,57377.37,2025-01-01
Uttar Pradesh,Jhansi,57045.78,2025-02-01
Uttar Pradesh,Jhansi,57048.38,2025-03-01
Uttar Pradesh,Jhansi,58093.1,2025-04-01
Uttar Pradesh,Jhansi,58786.72,2025-05-01
Uttar Pradesh,Jhansi,58882.61,2025-06-01
Uttar Pradesh,Jhansi,59640.24,2025-07-01
Uttar Pradesh,Jhansi,59743.64,2025-08-01
Uttar Pradesh,Jhansi,60184.67,2025-09-01
Uttar Pradesh,Jhansi,60439.9,2025-10-01
Uttar Pradesh,Jhansi,60791.63,2025-11-01
Uttar Pradesh,Jhansi,60941.06,2025-12-01
Uttar Pradesh,Jhansi,60344.71,2026-01-01
Uttar Pradesh,Jhansi,60018.68,2026-02-01
Uttar Pradesh,Kheri,22222.02,2023-01-01
Uttar Pradesh,Kheri,22229.44,2023-02-01
Uttar Pradesh,Kheri,22087.89,2023-03-01
Uttar Pradesh,Kheri,22505.24,2023-04-01
Uttar Pradesh,Kheri,22342.66,2023-05-01
Uttar Pradesh,Kheri,22680.05,2023-06-01
Uttar Pradesh,Kheri,22687.72,2023-07-01
Uttar Pradesh,Kheri,22838.78,2023-08-01
Uttar Pradesh,Kheri,22934.37,2023-09-01
Uttar Pradesh,Kheri,22823.65,2023-10-01
Uttar Pradesh,Kheri,23004.81,2023-11-01
Uttar Pradesh,Kheri,22581.73,2023-12-01
Uttar Pradesh,Kheri,23104.17,2024-01-01
Uttar Pradesh,Kheri,22704.95,2024-02-01
Uttar Pradesh,Kheri,23037.66,2024-03-01
Uttar Pradesh,Kheri,23005.67,2024-04-01
Uttar Pradesh,Kheri,23068.06,2024-05-01
Uttar Pradesh,Kheri,23633.83,2024-06-01
Uttar Pradesh,Kheri,23648.34,2024-07-01
Uttar Pradesh,Kheri,23797.77,2024-08-01
Uttar Pradesh,Kheri,23844.32,2024-09-01
Uttar Pradesh,Kheri,24003.04,2024-10-01
Uttar Pradesh,Kheri,24038.84,2024-11-01
Uttar Pradesh,Kheri,23938.89,2024-12-01
Uttar Pradesh,Kheri,23701.04,2025-01-01
Uttar Pradesh,Kheri,23989.84,2025-02-01
Uttar Pradesh,Kheri,23973.83,2025-03-01
Uttar Pradesh,Kheri,24122.97,2025-04-01
Uttar Pradesh,Kheri,24526.4,2025-05-01
Uttar Pradesh,Kheri,24261.79,2025-06-01
Uttar Pradesh,Kheri,24355.62,2025-07-01
Uttar Pradesh,Kheri,24919.35,2025-08-01
Uttar Pradesh,Kheri,24704.29,2025-09-01
Uttar Pradesh,Kheri,24850.63,2025-10-01
