state,district,period_start,festival,celebration_pct
Uttar Pradesh,Faizabad,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Faizabad,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Faizabad,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Faizabad,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Faizabad,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Faizabad,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Faizabad,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Faizabad,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Faizabad,2022-01-26,Republic Day,0.95
Uttar Pradesh,Faizabad,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Farrukhabad,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Farrukhabad,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Farrukhabad,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Farrukhabad,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Farrukhabad,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Farrukhabad,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Farrukhabad,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Farrukhabad,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Farrukhabad,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Farrukhabad,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Farrukhabad,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Farrukhabad,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Farrukhabad,2022-03-18,Holi,0.6777
Uttar Pradesh,Farrukhabad,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Farrukhabad,2022-08-15,Independence Day,0.95
Uttar Pradesh,Farrukhabad,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Farrukhabad,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Farrukhabad,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Farrukhabad,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Farrukhabad,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Farrukhabad,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Farrukhabad,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Farrukhabad,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Farrukhabad,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Farrukhabad,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Farrukhabad,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Farrukhabad,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Farrukhabad,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Farrukhabad,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Farrukhabad,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Farrukhabad,2022-01-26,Republic Day,0.95
Uttar Pradesh,Farrukhabad,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Fatehpur,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Fatehpur,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Fatehpur,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Fatehpur,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Fatehpur,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Fatehpur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Fatehpur,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Fatehpur,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Fatehpur,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Fatehpur,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Fatehpur,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Fatehpur,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Fatehpur,2022-03-18,Holi,0.6777
Uttar Pradesh,Fatehpur,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Fatehpur,2022-08-15,Independence Day,0.95
Uttar Pradesh,Fatehpur,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Fatehpur,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Fatehpur,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Fatehpur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Fatehpur,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Fatehpur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Fatehpur,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Fatehpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Fatehpur,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Fatehpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Fatehpur,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Fatehpur,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Fatehpur,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Fatehpur,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Fatehpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Fatehpur,2022-01-26,Republic Day,0.95
Uttar Pradesh,Fatehpur,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Ghazipur,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Ghazipur,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Ghazipur,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Ghazipur,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Ghazipur,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Ghazipur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Ghazipur,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Ghazipur,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Ghazipur,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Ghazipur,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Ghazipur,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Ghazipur,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Ghazipur,2022-03-18,Holi,0.6777
Uttar Pradesh,Ghazipur,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Ghazipur,2022-08-15,Independence Day,0.95
Uttar Pradesh,Ghazipur,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Ghazipur,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Ghazipur,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Ghazipur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Ghazipur,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Ghazipur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Ghazipur,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Ghazipur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Ghazipur,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Ghazipur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Ghazipur,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Ghazipur,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Ghazipur,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Ghazipur,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Ghazipur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Ghazipur,2022-01-26,Republic Day,0.95
Uttar Pradesh,Ghazipur,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Gonda,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Gonda,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Gonda,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Gonda,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Gonda,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Gonda,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Gonda,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Gonda,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Gonda,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Gonda,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Gonda,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Gonda,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Gonda,2022-03-18,Holi,0.6777
Uttar Pradesh,Gonda,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Gonda,2022-08-15,Independence Day,0.95
Uttar Pradesh,Gonda,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Gonda,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Gonda,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Gonda,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Gonda,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Gonda,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Gonda,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Gonda,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Gonda,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Gonda,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Gonda,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Gonda,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Gonda,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Gonda,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Gonda,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Gonda,2022-01-26,Republic Day,0.95
Uttar Pradesh,Gonda,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Gorakhpur,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Gorakhpur,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Gorakhpur,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Gorakhpur,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Gorakhpur,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Gorakhpur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Gorakhpur,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Gorakhpur,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Gorakhpur,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Gorakhpur,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Gorakhpur,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Gorakhpur,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Gorakhpur,2022-03-18,Holi,0.6777
Uttar Pradesh,Gorakhpur,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Gorakhpur,2022-08-15,Independence Day,0.95
Uttar Pradesh,Gorakhpur,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Gorakhpur,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Gorakhpur,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Gorakhpur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Gorakhpur,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Gorakhpur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Gorakhpur,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Gorakhpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Gorakhpur,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Gorakhpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Gorakhpur,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Gorakhpur,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Gorakhpur,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Gorakhpur,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Gorakhpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Gorakhpur,2022-01-26,Republic Day,0.95
Uttar Pradesh,Gorakhpur,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Hamirpur,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Hamirpur,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Hamirpur,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Hamirpur,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Hamirpur,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Hamirpur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Hamirpur,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Hamirpur,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Hamirpur,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Hamirpur,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Hamirpur,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Hamirpur,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Hamirpur,2022-03-18,Holi,0.6777
Uttar Pradesh,Hamirpur,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Hamirpur,2022-08-15,Independence Day,0.95
Uttar Pradesh,Hamirpur,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Hamirpur,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Hamirpur,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Hamirpur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Hamirpur,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Hamirpur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Hamirpur,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Hamirpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Hamirpur,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Hamirpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Hamirpur,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Hamirpur,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Hamirpur,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Hamirpur,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Hamirpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Hamirpur,2022-01-26,Republic Day,0.95
Uttar Pradesh,Hamirpur,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Hardoi,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Hardoi,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Hardoi,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Hardoi,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Hardoi,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Hardoi,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Hardoi,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Hardoi,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Hardoi,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Hardoi,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Hardoi,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Hardoi,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Hardoi,2022-03-18,Holi,0.6777
Uttar Pradesh,Hardoi,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Hardoi,2022-08-15,Independence Day,0.95
Uttar Pradesh,Hardoi,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Hardoi,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Hardoi,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Hardoi,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Hardoi,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Hardoi,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Hardoi,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Hardoi,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Hardoi,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Hardoi,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Hardoi,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Hardoi,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Hardoi,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Hardoi,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Hardoi,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Hardoi,2022-01-26,Republic Day,0.95
Uttar Pradesh,Hardoi,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Jalaun,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Jalaun,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Jalaun,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Jalaun,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Jalaun,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Jalaun,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Jalaun,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Jalaun,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Jalaun,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Jalaun,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Jalaun,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Jalaun,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Jalaun,2022-03-18,Holi,0.6777
Uttar Pradesh,Jalaun,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Jalaun,2022-08-15,Independence Day,0.95
Uttar Pradesh,Jalaun,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Jalaun,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Jalaun,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Jalaun,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Jalaun,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Jalaun,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Jalaun,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Jalaun,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Jalaun,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Jalaun,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Jalaun,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Jalaun,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Jalaun,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Jalaun,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Jalaun,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Jalaun,2022-01-26,Republic Day,0.95
Uttar Pradesh,Jalaun,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Jaunpur,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Jaunpur,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Jaunpur,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Jaunpur,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Jaunpur,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Jaunpur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Jaunpur,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Jaunpur,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Jaunpur,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Jaunpur,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Jaunpur,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Jaunpur,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Jaunpur,2022-03-18,Holi,0.6777
Uttar Pradesh,Jaunpur,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Jaunpur,2022-08-15,Independence Day,0.95
Uttar Pradesh,Jaunpur,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Jaunpur,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Jaunpur,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Jaunpur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Jaunpur,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Jaunpur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Jaunpur,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Jaunpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Jaunpur,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Jaunpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Jaunpur,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Jaunpur,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Jaunpur,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Jaunpur,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Jaunpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Jaunpur,2022-01-26,Republic Day,0.95
Uttar Pradesh,Jaunpur,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Jhansi,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Jhansi,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Jhansi,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Jhansi,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Jhansi,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Jhansi,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Jhansi,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Jhansi,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Jhansi,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Jhansi,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Jhansi,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Jhansi,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Jhansi,2022-03-18,Holi,0.6777
Uttar Pradesh,Jhansi,2022-03-17,Holika Dahana,0.6378
Uttar Pradesh,Jhansi,2022-08-15,Independence Day,0.95
Uttar Pradesh,Jhansi,2022-04-29,Jamat Ul-Vida,0.1637
Uttar Pradesh,Jhansi,2022-08-19,Janmashtami,0.6777
Uttar Pradesh,Jhansi,2022-08-18,Janmashtami (Smarta),0.6777
Uttar Pradesh,Jhansi,2022-10-13,Karaka Chaturthi (Karva Chauth),0.4385
Uttar Pradesh,Jhansi,2022-03-01,Maha Shivaratri/Shivaratri,0.6378
Uttar Pradesh,Jhansi,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3189
Uttar Pradesh,Jhansi,2022-10-09,Maharishi Valmiki Jayanti,0.3987
Uttar Pradesh,Jhansi,2022-10-02,Mahatma Gandhi Jayanti,0.95
Uttar Pradesh,Jhansi,2022-01-14,Makar Sankranti,0.6378
Uttar Pradesh,Jhansi,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1637
Uttar Pradesh,Jhansi,2022-08-08,Muharram/Ashura,0.1541
Uttar Pradesh,Jhansi,2022-01-01,New Year's Day,0.65
Uttar Pradesh,Jhansi,2022-08-11,Raksha Bandhan (Rakhi),0.598
Uttar Pradesh,Jhansi,2022-04-10,Rama Navami,0.6378
Uttar Pradesh,Jhansi,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.183
Uttar Pradesh,Jhansi,2022-01-26,Republic Day,0.95
Uttar Pradesh,Jhansi,2022-02-05,Vasant Panchami,0.4784
Uttar Pradesh,Kheri,2022-04-14,Ambedkar Jayanti,0.75
Uttar Pradesh,Kheri,2022-07-10,Bakr Id/Eid ul-Adha,0.183
Uttar Pradesh,Kheri,2022-10-26,Bhai Duj,0.598
Uttar Pradesh,Kheri,2022-05-16,Buddha Purnima/Vesak,0.0727
Uttar Pradesh,Kheri,2022-04-02,Chaitra Sukhladi,0.5581
Uttar Pradesh,Kheri,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7176
Uttar Pradesh,Kheri,2022-10-24,Diwali/Deepavali,0.7176
Uttar Pradesh,Kheri,2022-10-05,Dussehra,0.6777
Uttar Pradesh,Kheri,2022-09-26,First Day of Sharad Navratri,0.598
Uttar Pradesh,Kheri,2022-10-25,Govardhan Puja,0.6378
Uttar Pradesh,Kheri,2022-02-16,Guru Ravidas Jayanti,0.3189
Uttar Pradesh,Kheri,2022-02-15,Hazarat Ali's Birthday,0.1156
Uttar Pradesh,Kheri,2022-03-18,Holi,0.6777
